W(H)1m,mean(H)1m,stdev(H)1m,W(M)1m,mean(M)1m,stdev(M)1m,W(HH)1m,mean(HH)1m,stdev(HH)1m,magnitud(HH)1m,radius(HH)1m,covariance(HH)1m,correlation(HH)1m,W(HH_jit)1m,mean(HH_jit)1m,stdev(HH_jit)1m,W(HpHp)1m,mean(HpHp)1m,stdev(HpHp)1m,magnitud(HpHp)1m,radius(HpHp)1m,covariance(HpHp)1m,correlation(HpHp)1m,W(H)10s,mean(H)10s,stdev(H)10s,W(M)10s,mean(M)10s,stdev(M)10s,W(HH)10s,mean(HH)10s,stdev(HH)10s,magnitud(HH)10s,radius(HH)10s,covariance(HH)10s,correlation(HH)10s,W(HH_jit)10s,mean(HH_jit)10s,stdev(HH_jit)10s,W(HpHp)10s,mean(HpHp)10s,stdev(HpHp)10s,magnitud(HpHp)10s,radius(HpHp)10s,covariance(HpHp)10s,correlation(HpHp)10s,W(H)1.5s,mean(H)1.5s,stdev(H)1.5s,W(M)1.5s,mean(M)1.5s,stdev(M)1.5s,W(HH)1.5s,mean(HH)1.5s,stdev(HH)1.5s,magnitud(HH)1.5s,radius(HH)1.5s,covariance(HH)1.5s,correlation(HH)1.5s,W(HH_jit)1.5s,mean(HH_jit)1.5s,stdev(HH_jit)1.5s,W(HpHp)1.5s,mean(HpHp)1.5s,stdev(HpHp)1.5s,magnitud(HpHp)1.5s,radius(HpHp)1.5s,covariance(HpHp)1.5s,correlation(HpHp)1.5s,W(H)500ms,mean(H)500ms,stdev(H)500ms,W(M)500ms,mean(M)500ms,stdev(M)500ms,W(HH)500ms,mean(HH)500ms,stdev(HH)500ms,magnitud(HH)500ms,radius(HH)500ms,covariance(HH)500ms,correlation(HH)500ms,W(HH_jit)500ms,mean(HH_jit)500ms,stdev(HH_jit)500ms,W(HpHp)500ms,mean(HpHp)500ms,stdev(HpHp)500ms,magnitud(HpHp)500ms,radius(HpHp)500ms,covariance(HpHp)500ms,correlation(HpHp)500ms,W(H)100ms,mean(H)100ms,stdev(H)100ms,W(M)100ms,mean(M)100ms,stdev(M)100ms,W(HH)100ms,mean(HH)100ms,stdev(HH)100ms,magnitud(HH)100ms,radius(HH)100ms,covariance(HH)100ms,correlation(HH)100ms,W(HH_jit)100ms,mean(HH_jit)100ms,stdev(HH_jit)100ms,W(HpHp)100ms,mean(HpHp)100ms,stdev(HpHp)100ms,magnitud(HpHp)100ms,radius(HpHp)100ms,covariance(HpHp)100ms,correlation(HpHp)100ms
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,5,193.2,26.03267178,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,2,181.5,6.363961031,1,237,0,1,237,0,327.7787332,335.952381,11232.60126,0.998773789,1,437,0,1,237,0,327.7787332,335.952381,11232.60126,0.998773789,3,173.6666667,1.154700538,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,176,0,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,3,206,27.22131518,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,3,211.3333333,35.2325607,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,306.7186097,445.0071966,7187.765624,0.885854108,48,425.25,5.00425351,8,212.125,7.100050302,306.7186097,445.6297026,9296.381783,0.99928375,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,3,174.6666667,1.154700538,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,3,177.3333333,5.859465277,1,236,0,1,236,0,318.3095349,38.26666667,10755.50185,0.999923198,1,236,0,1,236,0,318.194524,42.95238095,10814.845,0.999998366
5,199.4,34.01911228,13,221.5384615,21.04208238,13,221.5384615,21.04208238,306.7186097,445.0071966,7187.765624,0.885854108,7,440.5714286,21.36084536,13,221.5384615,21.04208238,306.7186097,445.6297026,9296.381783,0.99928375,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,310.2690987,338.9591614,8699.151543,0.972041317,24,425.25,5.05835512,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,297.2926646,75.52585536,8143.967538,0.982852678,5,428.2,5.215361924,7,213.4285714,6.5538066,297.1695198,78.0046414,8165.645159,0.980135054,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,318.3095349,38.26666667,10755.50185,0.999923198,5,428.2,5.215361924,7,213.4285714,6.5538066,318.194524,42.95238095,10814.845,0.999998366
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,321.0021795,568.5102692,9622.527438,0.997265356,4,397,110.2149415,7,226.4285714,18.32900382,320.7836209,605.0669775,9739.474103,0.999030537,1,226,0,50,206.78,8.069317044,50,206.78,8.069317044,292.4310804,92.08492873,7313.787344,1,26,406.4615385,35.62047812,50,206.78,8.069317044,292.4310804,92.08492873,7313.787344,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,244,0,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,305.7442572,280.5263619,7274.6688,0.899945527,48,425.25,5.00425351,8,212.125,7.100050302,306.6186159,320.7857231,9544.937976,0.998401908,20,192.45,26.43855837,28,227.5357143,21.41560895,28,227.5357143,21.41560895,324.5993704,641.8262412,9847.821053,0.995394887,15,441.4,61.57898528,22,227.2272727,22.4328242,324.3832355,674.4205253,9974.115878,0.997818034,2,202,21.21320344,50,206.78,8.069317044,50,206.78,8.069317044,297.2926646,75.52585536,8143.967538,0.982852678,26,406.4615385,35.62047812,50,206.78,8.069317044,297.1695198,78.0046414,8165.645159,0.980135054,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,5,182.2,18.91295852,1,236,0,1,236,0,318.3095349,38.26666667,10755.50185,0.999923198,1,236,0,1,236,0,318.194524,42.95238095,10814.845,0.999998366
3,206.3333333,26.65207934,16,220.1875,16.64219036,16,220.1875,16.64219036,305.7442572,280.5263619,7274.6688,0.899945527,8,441.375,13.92774723,5,221.4,17.79887637,306.6186159,320.7857231,9544.937976,0.998401908,4,211.5,28.72281323,4,231.5,21.1896201,4,231.5,21.1896201,313.9892763,451.2541532,8869.915858,0.966631652,2,464,35.35533906,4,231.5,21.1896201,313.9892763,451.8210266,9949.093641,0.997429926,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,308.0729784,325.2588781,9605.549432,0.997593728,5,428.2,5.215361924,7,213.4285714,6.5538066,307.9541445,325.8433781,9666.379431,0.998477685,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,307.0521383,326.0610577,7328.626233,0.876747499,48,425.25,5.00425351,8,212.125,7.100050302,307.0521383,326.9101407,9568.248883,0.99836881,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,310.2690987,338.9591614,8699.151543,0.972041317,24,425.25,5.05835512,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,5,194.4,25.3633594,5,222,17.97220076,5,222,17.97220076,318.9747873,549.4610933,9679.584724,0.998119618,3,450,11.26942767,5,222,17.97220076,319.0702974,593.8108892,9812.817944,0.999509575,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,308.2531792,419.3330157,9581.366968,0.996496408,5,428.2,5.215361924,7,213.4285714,6.5538066,308.1344148,419.7865497,9644.01812,0.997583615,1,225,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
5,194.4,25.3633594,5,222,17.97220076,5,222,17.97220076,307.0521383,326.0610577,7328.626233,0.876747499,3,450,11.26942767,5,222,17.97220076,307.0521383,326.9101407,9568.248883,0.99836881,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,17,195.9411765,28.00997721,23,229.0434783,21.08312177,23,229.0434783,21.08312177,323.9163933,628.6151336,9522.788803,1,12,439.9166667,68.25814415,17,229.1764706,22.3221731,324.1044729,704.673502,9759.542288,1,2,221.5,6.363961031,4,222.25,20.43485584,4,222.25,20.43485584,314.3089642,590.5520134,9848.057711,1,2,445.5,14.8492424,4,222.25,20.43485584,314.3089642,590.5520134,9848.057711,1,2,196,29.69848481,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,243,0,23,229.0434783,21.08312177,23,229.0434783,21.08312177,323.9163933,628.6151336,9522.788803,1,12,439.9166667,68.25814415,17,229.1764706,22.3221731,324.1044729,704.673502,9759.542288,1,1,176,0,4,222.25,20.43485584,4,222.25,20.43485584,308.2531792,419.3330157,9581.366968,0.996496408,2,445.5,14.8492424,4,222.25,20.43485584,308.1344148,419.7865497,9644.01812,0.997583615,2,175,1.414213562,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,217,0,23,229.0434783,21.08312177,23,229.0434783,21.08312177,322.0726826,557.1736671,9829.618892,0.998548578,12,439.9166667,68.25814415,17,229.1764706,22.3221731,322.1672743,600.9545527,9962.684958,0.999715133,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,312.6548572,453.5120626,9506.089421,0.999675835,5,428.2,5.215361924,7,213.4285714,6.5538066,312.4194818,529.0541649,9650.914016,0.999079909,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,322.0726826,557.1736671,9829.618892,0.998548578,4,397,110.2149415,7,226.4285714,18.32900382,322.1672743,600.9545527,9962.684958,0.999715133,18,192.5555556,26.69924481,19,228.3157895,21.2578159,19,228.3157895,21.2578159,322.887286,639.0756656,9632.355764,1,10,434.7,73.45452108,13,228.1538462,22.96318123,322.6582635,745.72569,9832.627941,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,2,184,12.72792206,23,229.0434783,21.08312177,23,229.0434783,21.08312177,323.9163933,628.6151336,9522.788803,1,12,439.9166667,68.25814415,17,229.1764706,22.3221731,324.1044729,704.673502,9759.542288,1,3,211.6666667,34.31229129,19,228.3157895,21.2578159,19,228.3157895,21.2578159,322.887286,639.0756656,9632.355764,1,10,434.7,73.45452108,13,228.1538462,22.96318123,322.6582635,745.72569,9832.627941,1,4,202.75,22.69177531,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,310.2690987,338.9591614,8699.151543,0.972041317,24,425.25,5.05835512,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,1,176,0,23,229.0434783,21.08312177,23,229.0434783,21.08312177,325.6580491,631.8065314,10064.24027,0.997119472,12,439.9166667,68.25814415,17,229.1764706,22.3221731,325.7515996,670.7334584,10207.24879,0.998946552,3,175,1,19,228.3157895,21.2578159,19,228.3157895,21.2578159,325.1466588,637.0320661,10133.8438,0.998288862,10,434.7,73.45452108,13,228.1538462,22.96318123,325.0329637,692.5708645,10252.49889,0.999639031,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,194,21.9089023,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,1,249,0,4,231.5,21.1896201,4,231.5,21.1896201,327.3904397,634.9818895,10698.02099,1,2,464,35.35533906,4,231.5,21.1896201,327.3904397,634.9818895,10698.02099,1,4,211.5,28.72281323,4,231.5,21.1896201,4,231.5,21.1896201,314.9876347,450.6277153,9986.083869,0.996476457,2,464,35.35533906,4,231.5,21.1896201,314.8714104,451.0497833,10051.41561,0.997567037,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,318.3095349,38.26666667,10755.50185,0.999923198,5,428.2,5.215361924,7,213.4285714,6.5538066,318.194524,42.95238095,10814.845,0.999998366
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,310.2690987,338.9591614,8699.151543,0.972041317,24,425.25,5.05835512,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,3,199,17.32050808,4,231.5,21.1896201,4,231.5,21.1896201,314.9876347,450.6277153,9986.083869,0.996476457,2,464,35.35533906,4,231.5,21.1896201,314.8714104,451.0497833,10051.41561,0.997567037,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,1,244,0,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,296.4244121,76.37179724,6967.398099,0.979246147,48,425.25,5.00425351,8,212.125,7.100050302,296.4244121,79.91919798,7922.944613,0.971212904,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,309.5173016,390.8776507,9566.999282,0.998180112,5,428.2,5.215361924,7,213.4285714,6.5538066,309.3990225,391.3641617,9626.344163,0.99893581,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,2,195,29.69848481,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
3,206.3333333,26.65207934,58,207.0517241,7.874948986,58,207.0517241,7.874948986,296.4244121,76.37179724,6967.398099,0.979246147,30,409.1333333,34.5789784,58,207.0517241,7.874948986,296.4244121,79.91919798,7922.944613,0.971212904,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,199.6666667,31.35389396,9,224,19.72308292,9,224,19.72308292,309.5173016,390.8776507,9566.999282,0.998180112,5,404,97.31906288,9,224,19.72308292,309.3990225,391.3641617,9626.344163,0.99893581,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,2,173,0,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,307.0521383,326.0610577,7328.626233,0.876747499,48,425.25,5.00425351,8,212.125,7.100050302,307.0521383,326.9101407,9568.248883,0.99836881,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,306.6186159,319.9867979,8534.507918,0.970405866,24,425.25,5.05835512,8,212.125,7.100050302,306.6186159,320.7857231,9544.937976,0.998401908,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,244,0,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
5,194.4,25.3633594,5,222,17.97220076,5,222,17.97220076,307.0521383,326.0610577,7328.626233,0.876747499,3,450,11.26942767,5,222,17.97220076,307.0521383,326.9101407,9568.248883,0.99836881,3,206.3333333,26.65207934,5,221.4,17.79887637,5,221.4,17.79887637,306.6186159,319.9867979,8534.507918,0.970405866,3,448.6666667,11.8462371,5,221.4,17.79887637,306.6186159,320.7857231,9544.937976,0.998401908,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,2,195,29.69848481,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,1,226,0,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,3,173.6666667,1.154700538,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,310.2690987,338.9591614,8699.151543,0.972041317,24,425.25,5.05835512,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,5,183.2,18.91295852,7,226.4285714,18.32900382,7,226.4285714,18.32900382,311.2793889,338.1247404,9755.023435,0.99808256,4,397,110.2149415,7,226.4285714,18.32900382,311.1617796,338.6870374,9815.757857,0.998860899,1,244,0,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,307.6408946,319.1027699,9582.216384,0.997633956,5,428.2,5.215361924,7,213.4285714,6.5538066,307.5218937,319.6985252,9642.818517,0.998509655,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,2,195,29.69848481,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,306.7186097,445.0071966,7187.765624,0.885854108,48,425.25,5.00425351,8,212.125,7.100050302,306.7186097,445.6297026,9296.381783,0.99928375,1,171,0,48,212.125,6.711771178,48,212.125,6.711771178,306.7186097,445.0549433,8342.104475,0.974749755,24,425.25,5.05835512,8,212.125,7.100050302,306.7186097,445.6297026,9296.381783,0.99928375,3,206.3333333,26.65207934,5,221.4,17.79887637,5,221.4,17.79887637,316.6825823,461.7642713,9999.849685,0.999976419,3,369.6666667,115.8461624,5,221.4,17.79887637,316.6825823,461.7642713,9999.849685,0.999976419,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2793889,338.1247404,9755.023435,0.99808256,5,428.2,5.215361924,7,213.4285714,6.5538066,311.1617796,338.6870374,9815.757857,0.998860899,2,173,0,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,236,0,1,236,0,333.7544007,0,12324.66667,1
5,199.4,34.01911228,13,221.5384615,21.04208238,13,221.5384615,21.04208238,306.7186097,445.0071966,7187.765624,0.885854108,7,440.5714286,21.36084536,13,221.5384615,21.04208238,306.7186097,445.6297026,9296.381783,0.99928375,5,199.4,34.01911228,13,221.5384615,21.04208238,13,221.5384615,21.04208238,316.7793994,555.7954606,9730.4017,0.999930094,7,440.5714286,21.36084536,13,221.5384615,21.04208238,316.7793994,555.7954606,9730.4017,0.999930094,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,316.7793994,555.7954606,9730.4017,0.999930094,4,397,110.2149415,7,226.4285714,18.32900382,316.7793994,555.7954606,9730.4017,0.999930094,3,206,27.22131518,7,226.4285714,18.32900382,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,4,397,110.2149415,7,226.4285714,18.32900382,320.2183566,475.1084135,10175.8527,1,1,175,0,1,236,0,1,236,0,318.3095349,38.26666667,10755.50185,0.999923198,1,236,0,1,236,0,318.194524,42.95238095,10814.845,0.999998366
1,171,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,6,190.3333333,24.32008772,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,3,209.6666667,28.30783166,13,221.5384615,21.04208238,13,221.5384615,21.04208238,307.7405562,444.4197672,9334.834795,0.998744654,7,440.5714286,21.36084536,13,221.5384615,21.04208238,307.6215939,444.8477253,9391.372185,0.999355277,3,174.6666667,1.154700538,7,226.4285714,18.32900382,7,226.4285714,18.32900382,316.7793994,555.7954606,9730.4017,0.999930094,4,397,110.2149415,7,226.4285714,18.32900382,316.7793994,555.7954606,9730.4017,0.999930094,1,171,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
